id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
807,Acer,Acer Netbook,Netbook,227.88,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.35,11.6,1366x768,0.4
808,Acer,Acer Notebook,Notebook,397.35,Intel Core i3 7100U 2.4GHz,2,8,Intel HD Graphics 620,0,False,False,1.5,14.0,1920x1080,0.6
809,Razer,Razer Gaming,Gaming,3529.96,Intel Core i7 7820HK 2.9GHz,8,32,Nvidia GeForce GTX 1080,8,True,True,3.49,17.3,3840x2160,1.0
810,Lenovo,Lenovo Ultrabook,Ultrabook,1347.41,Intel Core i7 6600U 2.6GHz,8,16,Intel HD Graphics 520,0,False,False,1.1,14.0,2560x1440,0.8
811,Asus,Asus Notebook,Notebook,333.16,Intel Core i5 7200U 2.5GHz,4,4,Nvidia GeForce 920,4,True,True,2.1,15.6,1920x1080,0.6
812,Lenovo,Lenovo Notebook,Notebook,761.33,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.7,14.0,1920x1080,0.6
813,Lenovo,Lenovo Notebook,Notebook,1059.18,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.32,14.0,1920x1080,0.6
814,Dell,Dell Gaming,Gaming,1781.11,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,3.21,15.6,1920x1080,0.6
815,Asus,Asus Gaming,Gaming,1552.82,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,2.9,17.3,1920x1080,0.6
816,Toshiba,Toshiba Notebook,Notebook,429.45,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.0,15.6,1366x768,0.4
817,Lenovo,Lenovo Notebook,Notebook,208.63,Intel Celeron Quad Core N3160 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.5,14.0,1366x768,0.4
818,Asus,Asus Notebook,Notebook,378.74,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
819,Asus,Asus Gaming,Gaming,1154.83,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.73,17.3,1920x1080,0.6
820,Dell,Dell Gaming,Gaming,1972.57,Intel Core i7 7700HQ 2.8GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,1920x1080,0.6
821,HP,HP Notebook,Notebook,584.15,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 930MX,4,True,True,2.63,17.3,1600x900,0.4
822,Dell,Dell Notebook,Notebook,458.33,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.18,15.6,1366x768,0.4
823,HP,HP Ultrabook,Ultrabook,1200.4,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
824,Dell,Dell Notebook,Notebook,474.38,Intel Core i7 7500U 2.7GHz,8,4,AMD Radeon R5 M420,0,False,False,2.18,15.6,1920x1080,0.6
825,HP,HP 2 in 1 Convertible,2 in 1 Convertible,394.79,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.4,11.6,1366x768,0.4
826,Asus,Asus Ultrabook,Ultrabook,658.62,Intel Core i5 6200U 2.3GHz,4,8,Nvidia GeForce 940M,4,True,True,1.45,13.3,1920x1080,0.6
827,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1461.67,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.28,13.3,1920x1080,0.6
828,HP,HP Ultrabook,Ultrabook,942.35,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
829,HP,HP Notebook,Notebook,191.94,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.86,15.6,1366x768,0.4
830,Asus,Asus Gaming,Gaming,1219.02,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.1,15.6,1920x1080,0.6
831,Dell,Dell Notebook,Notebook,555.27,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R7 M445,0,False,False,2.83,17.3,1920x1080,0.6
832,Lenovo,Lenovo Ultrabook,Ultrabook,1221.59,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GT 940MX,4,True,True,1.96,14.0,1920x1080,0.6
833,Asus,Asus Notebook,Notebook,505.2,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce GTX 930MX,4,True,True,2.3,15.6,1920x1080,0.6
834,Dell,Dell Notebook,Notebook,606.62,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1920x1080,0.6
835,Asus,Asus Notebook,Notebook,288.23,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.0,15.6,1366x768,0.4
836,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1642.69,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.28,13.3,1920x1080,0.6
837,Dell,Dell Notebook,Notebook,416.61,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.62,13.3,1920x1080,0.6
838,Lenovo,Lenovo Notebook,Notebook,301.06,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.2,15.6,1920x1080,0.6
839,Lenovo,Lenovo Notebook,Notebook,546.06,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
840,HP,HP Notebook,Notebook,865.96,Intel Core i5 7300U 2.6GHz,4,8,AMD Radeon R7 M465,0,False,False,1.84,15.6,1920x1080,0.6
841,Toshiba,Toshiba Notebook,Notebook,824.88,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.05,13.3,1920x1080,0.6
842,Lenovo,Lenovo Gaming,Gaming,652.84,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.5,15.6,1920x1080,0.6
843,Dell,Dell Ultrabook,Ultrabook,1437.92,Intel Core i7 7660U 2.5GHz,8,16,Intel Iris Plus Graphics 640,0,False,False,1.29,13.3,3200x1800,0.4
844,HP,HP Notebook,Notebook,584.15,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.07,15.6,1920x1080,0.6
845,Toshiba,Toshiba Ultrabook,Ultrabook,702.91,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.2,13.3,1366x768,0.4
846,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1251.76,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.37,13.3,1920x1080,0.6
847,Acer,Acer Notebook,Notebook,579.02,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.56,14.0,1920x1080,0.6
848,Dell,Dell Workstation,Workstation,1141.35,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia Quadro M620,4,True,True,2.23,15.6,1920x1080,0.6
849,Lenovo,Lenovo Notebook,Notebook,677.23,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.38,15.6,1366x768,0.4
850,Lenovo,Lenovo Notebook,Notebook,307.48,Intel Core i3 6006U 2GHz,2,4,AMD Radeon R5 M430,0,False,False,2.2,15.6,1920x1080,0.6
851,Toshiba,Toshiba Notebook,Notebook,891.0,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,2.0,15.6,1920x1080,0.6
852,Lenovo,Lenovo Notebook,Notebook,471.82,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.44,13.3,1920x1080,0.6
853,Samsung,Samsung Ultrabook,Ultrabook,1186.92,Intel Core i7 7500U 2.7GHz,8,16,Nvidia GeForce 940MX,4,True,True,1.23,15.0,1920x1080,0.6
854,Dell,Dell Ultrabook,Ultrabook,1084.86,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.6,12.5,1920x1080,0.6
855,Asus,Asus Notebook,Notebook,256.12,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.0,15.6,1366x768,0.4
856,Xiaomi,Xiaomi Ultrabook,Ultrabook,600.2,Intel Core i5 6200U 2.3GHz,4,8,Nvidia GeForce 940MX,4,True,True,1.28,13.3,1920x1080,0.6
857,Dell,Dell Notebook,Notebook,585.76,Intel Core i5 7200U 2.5GHz,4,4,Nvidia GeForce 940MX,4,True,True,2.18,15.6,1920x1080,0.6
858,HP,HP Notebook,Notebook,538.58,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.04,15.6,1920x1080,0.6
859,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1091.28,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.28,13.3,1920x1080,0.6
860,HP,HP 2 in 1 Convertible,2 in 1 Convertible,439.59,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.3,15.6,1366x768,0.4
861,Asus,Asus Notebook,Notebook,223.39,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.65,14.1,1366x768,0.4
862,Lenovo,Lenovo Notebook,Notebook,429.45,Intel Core i7 6500U 2.5GHz,8,8,Nvidia GeForce 940MX,4,True,True,2.2,15.6,1920x1080,0.6
863,Dell,Dell Notebook,Notebook,236.87,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
864,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.28,13.3,1920x1080,0.6
865,Dell,Dell Notebook,Notebook,292.53,Intel Core i3 6006U 2.0GHz,2,4,AMD Radeon R5 M420X,0,False,False,2.18,15.6,1366x768,0.4
866,Asus,Asus Gaming,Gaming,879.38,Intel Core i5 7300HQ 2.5GHz,4,12,Nvidia GeForce GTX 1050,2,True,True,2.2,17.3,1920x1080,0.6
867,Acer,Acer Netbook,Netbook,190.65,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.25,11.6,1366x768,0.4
868,Lenovo,Lenovo Notebook,Notebook,243.29,AMD A4-Series 7210 2.2GHz,2,4,AMD Radeon R3,0,False,False,2.8,17.3,1600x900,0.4
869,HP,HP Notebook,Notebook,812.04,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.95,14.0,1920x1080,0.6
870,HP,HP 2 in 1 Convertible,2 in 1 Convertible,898.06,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.42,13.3,3200x1800,0.4
871,Samsung,Samsung Ultrabook,Ultrabook,1090.64,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.17,15.0,1920x1080,0.6
872,Lenovo,Lenovo Ultrabook,Ultrabook,1154.83,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.32,14.0,1920x1080,0.6
873,MSI,MSI Gaming,Gaming,1700.47,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.43,17.3,3840x2160,1.0
874,Toshiba,Toshiba Notebook,Notebook,946.84,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.05,13.3,1920x1080,0.6
875,Dell,Dell Gaming,Gaming,596.35,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050Ti,2,True,True,2.62,15.6,1920x1080,0.6
876,HP,HP Notebook,Notebook,577.73,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 930MX,4,True,True,2.04,15.6,1920x1080,0.6
877,Dell,Dell Notebook,Notebook,394.14,Intel Core i3 6006U 2.0GHz,2,4,AMD Radeon R5 M420X,0,False,False,2.18,15.6,1366x768,0.4
878,Dell,Dell Notebook,Notebook,600.2,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.9,15.6,1920x1080,0.6
879,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1292.26,Intel Core i7 7Y75 1.3GHz,8,8,Intel HD Graphics 615,0,False,False,1.24,13.3,3200x1800,0.4
880,Asus,Asus Gaming,Gaming,821.03,Intel Core i7 6820HK 2.7GHz,8,32,Nvidia GeForce GTX 980M,4,True,True,3.58,17.3,1920x1080,0.6
881,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1058.54,Intel Core i7 7Y75 1.3GHz,8,16,Intel HD Graphics 615,0,False,False,1.22,13.3,1920x1080,0.6
882,Lenovo,Lenovo Ultrabook,Ultrabook,1315.31,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.13,14.0,1920x1080,0.6
883,Lenovo,Lenovo Notebook,Notebook,1260.1,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.95,15.6,1920x1080,0.6
884,LG,LG Ultrabook,Ultrabook,1347.41,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.08,15.6,1920x1080,0.6
885,HP,HP Netbook,Netbook,951.98,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.26,12.5,1920x1080,0.6
886,Acer,Acer Notebook,Notebook,230.45,Intel Celeron Dual Core 3205U 1.5GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1920x1080,0.6
887,Lenovo,Lenovo Notebook,Notebook,506.48,Intel Core i5 6300HQ 2.3GHz,4,8,Nvidia GeForce GTX 960M,4,True,True,2.6,15.6,1920x1080,0.6
888,LG,LG Ultrabook,Ultrabook,1219.02,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,0.98,14.0,1920x1080,0.6
889,Dell,Dell Notebook,Notebook,773.52,Intel Core i5 7440HQ 2.8GHz,4,8,Intel HD Graphics 620,0,False,False,1.6,14.0,1920x1080,0.6
890,HP,HP Ultrabook,Ultrabook,1989.98,Intel Core M 6Y75 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,1.09,12.5,3840x2160,1.0
891,Lenovo,Lenovo Notebook,Notebook,506.48,Intel Core i7 7500U 2.7GHz,8,6,Nvidia GeForce 940MX,4,True,True,2.2,15.6,1920x1080,0.6
892,HP,HP Notebook,Notebook,654.12,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 930MX,4,True,True,2.04,15.6,1920x1080,0.6
893,Acer,Acer Notebook,Notebook,320.32,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.4,15.6,1920x1080,0.6
894,Lenovo,Lenovo Notebook,Notebook,565.54,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.44,13.3,1920x1080,0.6
895,HP,HP Notebook,Notebook,616.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.49,13.3,1920x1080,0.6
896,MSI,MSI Gaming,Gaming,1026.44,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.7,17.3,1920x1080,0.6
897,Dell,Dell Gaming,Gaming,865.96,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.6,15.6,1920x1080,0.6
898,MSI,MSI Gaming,Gaming,718.9,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
899,Dell,Dell Notebook,Notebook,439.71,Intel Core i5 7200U 2.5GHz,4,4,AMD Radeon R5 M420,0,False,False,2.18,15.6,1366x768,0.4
900,HP,HP Ultrabook,Ultrabook,832.57,Intel Core i7 6500U 2.5GHz,8,8,AMD Radeon R7 M365X,0,False,False,1.84,15.6,1920x1080,0.6
901,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1171.52,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.37,13.3,1920x1080,0.6
902,Dell,Dell Notebook,Notebook,468.54,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.95,15.6,1366x768,0.4
903,Lenovo,Lenovo Ultrabook,Ultrabook,1059.18,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.36,12.5,1920x1080,0.6
904,HP,HP Notebook,Notebook,747.85,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,2.31,15.6,1920x1080,0.6
905,Dell,Dell Notebook,Notebook,454.52,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.18,15.6,1366x768,0.4
906,HP,HP Notebook,Notebook,737.57,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.95,14.0,1366x768,0.4
907,Lenovo,Lenovo Notebook,Notebook,198.36,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.2,15.6,1366x768,0.4
908,HP,HP Ultrabook,Ultrabook,1013.6,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
909,HP,HP Notebook,Notebook,185.45,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.86,15.6,1366x768,0.4
910,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i7 6560U 2.2GHz,8,16,Intel Iris Graphics 540,0,False,False,1.3,13.3,3200x1800,0.4
911,Toshiba,Toshiba Notebook,Notebook,709.33,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.47,14.0,1920x1080,0.6
912,HP,HP Netbook,Netbook,1071.38,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
913,Dell,Dell Notebook,Notebook,358.58,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.18,15.6,1366x768,0.4
914,MSI,MSI Gaming,Gaming,769.67,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.2,15.6,1920x1080,0.6
915,Dell,Dell Gaming,Gaming,1770.44,Intel Core i7 6820HK 2.7GHz,8,16,Nvidia GeForce GTX 1080,8,True,True,4.36,17.3,2560x1440,0.8
916,HP,HP Gaming,Gaming,898.06,Intel Core i5 6300HQ 2.3GHz,4,8,Nvidia GeForce GTX 965M,4,True,True,2.75,17.3,1920x1080,0.6
917,Asus,Asus Notebook,Notebook,340.22,Intel Pentium Quad Core N3710 1.6GHz,2,4,Nvidia GeForce 920MX,4,True,True,2.8,17.3,1600x900,0.4
918,Acer,Acer Notebook,Notebook,397.35,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.23,15.6,1366x768,0.4
919,Toshiba,Toshiba Notebook,Notebook,718.32,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,2.2,15.6,1366x768,0.4
920,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,833.86,Intel Core M m7-6Y75 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,1.1,11.3,1920x1080,0.6
921,Lenovo,Lenovo Gaming,Gaming,641.29,AMD FX 8800P 2.1GHz,2,16,AMD Radeon R9 M385,0,False,False,2.5,15.6,1920x1080,0.6
922,Dell,Dell Ultrabook,Ultrabook,945.05,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics,0,False,False,1.36,12.5,1920x1080,0.6
923,Lenovo,Lenovo Notebook,Notebook,439.72,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 920MX,4,True,True,2.2,15.6,1920x1080,0.6
924,Dell,Dell Notebook,Notebook,423.03,Intel Core i3 6006U 2.0GHz,2,4,AMD Radeon R7 M445,0,False,False,2.36,17.3,1600x900,0.4
925,Acer,Acer Notebook,Notebook,224.03,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.68,14.0,1366x768,0.4
926,HP,HP Workstation,Workstation,1443.7,Intel Core i7 6820HQ 2.7GHz,8,8,Nvidia Quadro M1000M,4,True,True,2.0,15.6,1920x1080,0.6
927,Dell,Dell Ultrabook,Ultrabook,1139.42,Intel Core i7 7600U 2.8GHz,8,8,Intel HD Graphics 620,0,False,False,1.36,14.0,1920x1080,0.6
928,Toshiba,Toshiba Notebook,Notebook,937.21,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
929,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,743.99,Intel Core M M7-6Y75 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,1.2,12.5,1920x1080,0.6
930,Lenovo,Lenovo Ultrabook,Ultrabook,955.82,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.7,14.0,1920x1080,0.6
931,Dell,Dell Gaming,Gaming,2024.64,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,4.36,17.3,3840x2160,1.0
932,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1219.02,Intel Core i5 7Y54 1.2GHz,4,8,Intel HD Graphics 615,0,False,False,1.24,13.3,1920x1080,0.6
933,HP,HP 2 in 1 Convertible,2 in 1 Convertible,497.49,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,1.45,11.6,1366x768,0.4
934,Dell,Dell Ultrabook,Ultrabook,813.96,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.3,13.3,3200x1800,0.4
935,Acer,Acer 2 in 1 Convertible,2 in 1 Convertible,249.71,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.25,11.6,1366x768,0.4
936,Toshiba,Toshiba Notebook,Notebook,985.36,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
937,Lenovo,Lenovo Ultrabook,Ultrabook,1129.79,Intel Core i5 7300U 2.6GHz,4,8,Intel HD Graphics 620,0,False,False,1.36,12.5,1920x1080,0.6
938,Acer,Acer Notebook,Notebook,647.71,Intel Core i5 7200U 2.5GHz,4,12,Nvidia GeForce GTX 950M,4,True,True,2.4,15.6,1920x1080,0.6
939,Toshiba,Toshiba Ultrabook,Ultrabook,1149.05,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.1,12.5,1920x1080,0.6
940,HP,HP Notebook,Notebook,543.39,Intel Core i5 7200U 2.50GHz,4,8,Nvidia GeForce 930MX,4,True,True,2.04,15.6,1366x768,0.4
941,Dell,Dell Notebook,Notebook,298.89,Intel Core i3 6006U 2.0GHz,2,4,AMD Radeon R5 M430,0,False,False,2.25,15.6,1366x768,0.4
942,Dell,Dell Notebook,Notebook,529.59,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.9,15.6,1366x768,0.4
943,HP,HP Notebook,Notebook,439.72,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.04,15.6,1920x1080,0.6
944,Dell,Dell Gaming,Gaming,2021.43,Intel Core i7 7700HQ 2.8GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,1920x1080,0.6
945,Lenovo,Lenovo Notebook,Notebook,446.14,Intel Core i5 7200U 2.5GHz,4,6,Nvidia GeForce 920MX,4,True,True,2.4,15.6,1920x1080,0.6
946,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,1219.02,Intel Core i7 7Y75 1.3GHz,8,16,Intel HD Graphics 615,0,False,False,1.22,13.3,3200x1800,0.4
947,Dell,Dell Ultrabook,Ultrabook,1260.09,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.5,14.0,2560x1440,0.8
948,Dell,Dell Gaming,Gaming,1797.4,Intel Core i7 6700HQ 2.6GHz,8,32,Nvidia GeForce GTX 1070,6,True,True,4.42,17.3,1920x1080,0.6
949,Toshiba,Toshiba Notebook,Notebook,757.47,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.95,14.0,1920x1080,0.6
950,Asus,Asus Gaming,Gaming,1315.89,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.73,17.3,1920x1080,0.6
951,HP,HP Notebook,Notebook,628.45,Intel Core i5 7200U 2.70GHz,4,8,Nvidia GeForce 930MX,4,True,True,2.04,15.6,1920x1080,0.6
952,Lenovo,Lenovo Notebook,Notebook,643.21,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.7,14.0,1366x768,0.4
953,Asus,Asus 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i7 7500U 2.7GHz,8,16,Nvidia GeForce GTX 950M,4,True,True,2.3,15.6,3840x2160,1.0
954,Asus,Asus Gaming,Gaming,1122.73,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.99,17.3,1920x1080,0.6
955,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,833.86,Intel Core i7 7500U 2.7GHz,8,12,Intel HD Graphics 620,0,False,False,2.19,15.6,1920x1080,0.6
956,Toshiba,Toshiba Notebook,Notebook,767.1,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
957,Lenovo,Lenovo Notebook,Notebook,352.42,AMD A12-Series 9720P 3.6GHz,2,6,AMD Radeon 530,4,True,False,2.2,15.6,1920x1080,0.6
958,Fujitsu,Fujitsu Notebook,Notebook,416.61,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.3,15.6,1366x768,0.4
959,Toshiba,Toshiba Notebook,Notebook,587.36,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.75,14.0,1366x768,0.4
960,Dell,Dell Notebook,Notebook,384.51,Intel Core i5 7200U 2.5GHz,4,4,AMD Radeon R5 M430,0,False,False,2.25,15.6,1366x768,0.4
961,HP,HP Notebook,Notebook,517.39,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.04,15.6,1920x1080,0.6
962,Lenovo,Lenovo Gaming,Gaming,763.25,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.5,15.6,1920x1080,0.6
963,Dell,Dell Notebook,Notebook,480.8,Intel Core i7 7500U 2.7GHz,8,8,AMD Radeon R7 M445,0,False,False,2.36,15.6,1366x768,0.4
964,Dell,Dell Notebook,Notebook,718.32,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620 ,0,False,False,1.6,14.0,1920x1080,0.6
965,HP,HP Netbook,Netbook,1224.8,Intel Core M 6Y75 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,0.97,12.5,1920x1080,0.6
966,HP,HP Notebook,Notebook,320.32,Intel Core i3 6006U 2GHz,2,4,AMD Radeon 520,4,True,False,2.1,15.6,1920x1080,0.6
